44.61,0.04461
44.61,0.04461
44.61,0.04461
44.61,0.04461
44.61,0.04461
44.61,0.04461
44.1,0.0441
44.1,0.0441
44.1,0.0441
44.1,0.0441
44.1,0.0441
44.1,0.0441
41.29,0.04129
41.29,0.04129
41.29,0.04129
41.29,0.04129
41.29,0.04129
41.29,0.04129
41.12,0.04112
41.12,0.04112
41.12,0.04112
41.12,0.04112
41.12,0.04112
41.12,0.04112
40.29,0.04029
40.29,0.04029
40.29,0.04029
40.29,0.04029
40.29,0.04029
40.29,0.04029
41.88,0.04188
41.88,0.04188
41.88,0.04188
41.88,0.04188
41.88,0.04188
41.88,0.04188
49.2,0.0492
49.2,0.0492
49.2,0.0492
49.2,0.0492
49.2,0.0492
49.2,0.0492
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.43,0.06043
62.65,0.06265
62.65,0.06265
62.65,0.06265
62.65,0.06265
62.65,0.06265
62.65,0.06265
62.58,0.06258
62.58,0.06258
62.58,0.06258
62.58,0.06258
62.58,0.06258
62.58,0.06258
61.61,0.06161
61.61,0.06161
61.61,0.06161
61.61,0.06161
61.61,0.06161
61.61,0.06161
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.53,0.06053
59.43,0.05943
59.43,0.05943
59.43,0.05943
59.43,0.05943
59.43,0.05943
59.43,0.05943
59.07,0.05907
59.07,0.05907
59.07,0.05907
59.07,0.05907
59.07,0.05907
59.07,0.05907
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.43,0.06043
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.53,0.06053
60.84,0.06084
60.84,0.06084
60.84,0.06084
60.84,0.06084
60.84,0.06084
60.84,0.06084
63.98,0.06398
63.98,0.06398
63.98,0.06398
63.98,0.06398
63.98,0.06398
63.98,0.06398
68.08,0.06808
68.08,0.06808
68.08,0.06808
68.08,0.06808
68.08,0.06808
68.08,0.06808
69.62,0.06962
69.62,0.06962
69.62,0.06962
69.62,0.06962
69.62,0.06962
69.62,0.06962
67.86,0.06786
67.86,0.06786
67.86,0.06786
67.86,0.06786
67.86,0.06786
67.86,0.06786
61.84,0.06184
61.84,0.06184
61.84,0.06184
61.84,0.06184
61.84,0.06184
61.84,0.06184
56.26,0.05626
56.26,0.05626
56.26,0.05626
56.26,0.05626
56.26,0.05626
56.26,0.05626
53.67,0.05367
53.67,0.05367
53.67,0.05367
53.67,0.05367
53.67,0.05367
53.67,0.05367
