,Power,Duration
0,2.3,5
1,4.2,3
2,4.0,9
3,5.3,9
4,5.3,10
5,5.3,3
6,3.4,6
7,1.8,8
8,3.0,10
9,5.6,7
10,2.5,1
11,2.7,6
12,4.0,9
13,1.7,8
14,2.3,5
15,5.6,1
16,3.7,7
17,2.8,2
18,2.4,4
19,4.0,4
20,1.9,2
21,2.3,3
22,5.0,7
23,4.8,8
24,5.9,7
25,2.1,2
26,3.6,3
27,3.7,4
28,1.9,10
29,5.8,6
30,6.0,4
31,4.1,4
32,1.2,6
33,3.4,8
34,3.0,2
35,4.9,9
36,3.1,7
37,5.1,5
38,5.8,8
39,5.6,9
40,4.4,8
41,3.9,7
42,3.4,5
43,3.2,1
44,5.4,8
45,4.6,4
46,2.5,3
47,5.6,6
48,4.0,9
49,1.7,7
50,4.8,3
51,2.0,10
52,1.8,1
53,2.8,9
54,5.2,7
55,1.3,5
56,5.3,2
57,3.8,4
58,4.2,1
59,5.3,10
60,1.4,5
61,3.6,10
62,5.9,5
63,2.7,2
64,1.9,3
65,5.9,5
66,2.8,1
67,2.7,2
68,2.0,8
69,4.6,10
70,5.2,7
71,4.8,9
72,1.5,2
73,2.5,5
74,3.2,2
75,1.1,8
76,5.8,3
77,5.0,5
78,1.4,7
79,3.2,9
80,1.4,2
81,1.2,5
82,4.7,6
83,5.3,4
84,2.0,8
85,2.1,6
86,1.5,6
87,1.4,8
88,6.0,10
89,3.3,9
90,5.7,6
91,2.0,4
92,3.1,3
93,1.2,6
94,4.5,9
95,4.4,2
96,1.6,8
97,4.1,5
98,1.3,5
99,3.7,6
100,2.0,10
101,1.7,10
102,1.4,8
103,3.5,8
104,5.7,8
105,2.7,9
106,3.9,9
107,5.5,5
108,1.6,2
109,3.2,6
110,3.4,9
111,3.4,3
112,2.0,8
113,4.6,8
114,4.3,8
115,5.5,3
116,2.2,6
117,1.4,4
118,5.1,5
119,3.4,2
120,1.5,1
121,1.6,9
122,4.6,3
123,3.7,8
124,3.6,3
