,Power,Duration
0,4.8,8
1,1.6,3
2,2.4,1
3,5.0,8
4,2.1,4
5,2.0,7
6,4.9,5
7,4.0,1
8,4.8,10
9,5.8,4
10,4.7,3
11,2.3,6
12,3.2,4
13,1.9,2
14,1.5,10
15,1.5,1
16,5.0,7
17,2.9,2
18,4.1,9
19,4.6,3
20,5.2,9
21,3.3,4
22,1.4,6
23,1.0,8
24,6.0,8
25,1.8,6
26,2.6,4
27,3.1,2
28,5.1,3
29,2.0,9
30,3.0,2
31,4.8,2
32,1.0,4
33,4.3,5
34,1.6,9
35,5.2,7
36,4.3,6
37,1.1,5
38,4.2,8
39,4.0,8
40,1.3,4
41,5.6,8
42,2.6,8
43,5.6,9
44,4.1,4
45,3.5,2
46,4.7,2
47,3.5,5
48,1.4,5
49,5.3,1
50,3.1,7
51,4.7,10
52,2.5,3
53,5.8,1
54,4.5,6
55,2.9,2
56,5.2,4
57,4.7,7
58,1.3,3
59,3.3,9
60,5.3,3
61,1.7,5
62,5.1,4
63,1.1,6
64,1.8,7
65,3.8,6
66,4.4,3
67,3.0,8
68,1.8,4
69,2.5,10
70,4.7,6
71,4.2,2
72,2.7,2
73,5.2,9
74,4.8,7
75,2.5,5
76,1.6,6
77,2.2,5
78,1.3,8
79,5.7,8
80,1.4,4
81,2.2,3
82,5.0,2
83,3.0,7
84,4.0,2
85,2.0,3
86,2.8,4
87,4.7,7
88,5.9,9
89,5.6,1
90,5.4,8
91,5.5,1
92,4.4,7
93,3.1,9
94,5.0,2
95,4.5,4
96,2.0,6
97,2.5,7
98,2.2,2
99,2.3,4
100,2.0,6
101,1.8,3
102,5.0,10
103,4.0,9
104,3.0,5
105,4.4,10
106,2.0,6
107,5.5,9
108,4.4,3
109,3.2,3
110,2.5,3
111,5.3,9
112,4.1,2
113,1.7,7
114,5.5,7
115,1.1,1
116,5.2,7
117,1.8,6
118,3.2,3
119,1.2,7
120,4.1,7
121,5.3,9
122,3.0,2
123,1.2,5
124,1.9,3
