,Power,Duration
0,1.9,1
1,4.1,8
2,3.0,4
3,1.6,8
4,1.5,1
5,5.3,6
6,4.3,10
7,3.3,2
8,2.0,4
9,1.7,2
10,5.8,6
11,3.9,3
12,5.4,5
13,2.8,7
14,1.1,2
15,2.6,6
16,5.8,3
17,3.1,7
18,1.5,3
19,5.6,3
20,1.7,3
21,4.8,2
22,2.6,6
23,2.8,10
24,2.2,8
25,2.8,4
26,2.6,1
27,4.4,10
28,1.6,2
29,3.9,6
30,4.4,3
31,1.0,8
32,1.3,6
33,5.3,3
34,3.8,2
35,2.1,8
36,2.3,8
37,2.1,5
38,5.3,4
39,3.5,9
40,3.9,9
41,5.3,3
42,2.8,3
43,2.6,7
44,4.4,3
45,1.7,4
46,2.4,3
47,3.6,5
48,4.9,3
49,3.4,7
50,3.9,9
51,3.6,7
52,4.5,1
53,2.3,5
54,4.5,3
55,3.1,9
56,1.9,9
57,1.6,2
58,4.5,1
59,5.0,10
60,5.4,9
61,1.6,4
62,2.9,4
63,2.5,1
64,1.5,3
65,5.1,1
66,5.5,9
67,5.6,2
68,5.7,8
69,2.0,8
70,4.9,2
71,1.9,8
72,2.7,7
73,2.0,3
74,1.3,5
75,1.7,6
76,2.0,4
77,1.1,9
78,2.1,2
79,1.8,4
80,5.7,6
81,1.4,7
82,2.1,8
83,1.0,8
84,4.3,6
85,2.5,5
86,2.0,2
87,1.3,10
88,2.0,3
89,2.6,5
90,4.0,8
91,5.6,1
92,4.0,4
93,3.2,6
94,1.7,9
95,5.2,8
96,4.9,9
97,1.6,3
98,1.5,9
99,4.9,4
100,4.8,4
101,1.2,2
102,6.0,4
103,4.5,1
104,5.8,5
105,4.9,9
106,1.2,8
107,5.0,8
108,4.2,7
109,4.9,8
110,5.5,3
111,2.4,9
112,5.7,2
113,5.9,6
114,4.8,6
115,4.2,8
116,2.6,4
117,5.4,2
118,5.0,10
119,1.8,3
120,4.7,3
121,2.0,4
122,2.0,5
123,4.9,2
124,4.1,5
